Type,Object,count,Group,Items,NItems,Proportion
minecraft:crafting_shaped,white_stained_glass_pane,16,stained_glass_pane,['white_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,white_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'white_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,white_terracotta,8,stained_terracotta,"['terracotta', 'white_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,white_wool,1,,['string'],[4],[1.0]
minecraft:crafting_shaped,wooden_axe,1,,"['stick', 'planks']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,wooden_hoe,1,,"['stick', 'planks']","[2, 2]","[0.5, 0.5]"
minecraft:crafting_shaped,wooden_pickaxe,1,,"['stick', 'planks']","[2, 3]","[0.4, 0.6]"
minecraft:crafting_shaped,wooden_shovel,1,,"['stick', 'planks']","[2, 1]","[0.6666666666666666, 0.3333333333333333]"
minecraft:crafting_shaped,wooden_sword,1,,"['stick', 'planks']","[1, 2]","[0.3333333333333333, 0.6666666666666666]"
minecraft:crafting_shapeless,writable_book,1,,"['book', 'ink_sac', 'feather']","[1, 1, 1]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
minecraft:crafting_shaped,yellow_banner,1,banner,"['yellow_wool', 'stick']","[6, 1]","[0.8571428571428571, 0.14285714285714285]"
minecraft:crafting_shaped,yellow_bed,1,bed,"['yellow_wool', 'planks']","[3, 3]","[0.5, 0.5]"
minecraft:crafting_shapeless,yellow_bed,1,dyed_bed,"['white_bed', 'yellow_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shapeless,yellow_candle,1,dyed_candle,"['candle', 'yellow_dye']","[1, 1]","[0.5, 0.5]"
minecraft:crafting_shaped,yellow_carpet,3,carpet,['yellow_wool'],[2],[1.0]
minecraft:crafting_shaped,yellow_carpet,8,carpet,"['white_carpet', 'yellow_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,yellow_concrete_powder,8,concrete_powder,"['yellow_dye', 'sand', 'gravel']","[1, 4, 4]","[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]"
minecraft:crafting_shapeless,yellow_dye,1,yellow_dye,['dandelion'],[1],[1.0]
minecraft:crafting_shapeless,yellow_dye,2,yellow_dye,['sunflower'],[1],[1.0]
minecraft:smelting,yellow_glazed_terracotta,1,,['yellow_terracotta'],[1],[1.0]
minecraft:crafting_shaped,yellow_stained_glass,8,stained_glass,"['glass', 'yellow_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,yellow_stained_glass_pane,16,stained_glass_pane,['yellow_stained_glass'],[6],[1.0]
minecraft:crafting_shaped,yellow_stained_glass_pane,8,stained_glass_pane,"['glass_pane', 'yellow_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shaped,yellow_terracotta,8,stained_terracotta,"['terracotta', 'yellow_dye']","[8, 1]","[0.8888888888888888, 0.1111111111111111]"
minecraft:crafting_shapeless,yellow_wool,1,wool,"['yellow_dye', 'white_wool']","[1, 1]","[0.5, 0.5]"
